,z_value
303,1.0000001e-05
304,1.0000001e-05
305,1.0000001e-05
306,1.0000001e-05
307,1.0000001e-05
308,1.0000001e-05
309,1.0000001e-05
310,1.0000001e-05
311,1.0000001e-05
312,1.0000001e-05
313,1.0000001e-05
314,1.0000001e-05
315,1.0000001e-05
316,1.0000001e-05
317,1.0000001e-05
318,1.0000001e-05
319,1.0000001e-05
320,1.0000001e-05
321,1.0000001e-05
322,1.0000001e-05
323,1.0000001e-05
324,1.0000001e-05
325,1.0000001e-05
326,1.0000001e-05
327,1.0000001e-05
328,1.0000001e-05
329,1.0000001e-05
330,1.0000001e-05
331,1.0000001e-05
332,1.0000001e-05
333,1.0000001e-05
334,1.0000001e-05
335,1.0000001e-05
336,1.0000001e-05
337,1.0000001e-05
338,1.0000001e-05
339,1.0000001e-05
340,1.0000001e-05
341,1.0000001e-05
342,1.0000001e-05
343,1.0000001e-05
344,1.0000001e-05
345,1.0000001e-05
346,1.0000001e-05
347,1.0000001e-05
348,1.0000001e-05
349,1.0000001e-05
350,1.0000001e-05
351,1.0000001e-05
352,1.0000001e-05
353,1.0000001e-05
354,1.0000001e-05
355,1.0000001e-05
356,1.0000001e-05
357,1.0000001e-05
358,1.0000001e-05
359,1.0000001e-05
360,1.0000001e-05
361,1.0000001e-05
362,1.0000001e-05
363,1.0000001e-05
364,1.0000001e-05
365,1.0000001e-05
366,1.0000001e-05
367,1.0000001e-05
368,1.0000001e-05
369,1.0000001e-05
370,1.0000001e-05
371,1.0000001e-05
372,1.0000001e-05
373,1.0000001e-05
374,1.0000001e-05
375,1.0000001e-05
376,1.0000001e-05
377,1.0000001e-05
378,1.0000001e-05
379,1.0000001e-05
380,1.0000001e-05
381,1.0000001e-05
382,1.0000001e-05
383,1.0000001e-05
384,1.0000001e-05
385,1.0000001e-05
386,1.0000001e-05
387,1.0000001e-05
388,1.0000001e-05
389,1.0000001e-05
390,1.0000001e-05
391,1.0000001e-05
392,1.0000001e-05
393,1.0000001e-05
394,1.0000001e-05
395,1.0000001e-05
396,1.0000001e-05
397,1.0000001e-05
398,1.0000001e-05
399,1.0000001e-05
400,1.0000001e-05
401,1.0000001e-05
402,1.0000001e-05
403,1.0000001e-05
404,1.0000001e-05
405,0.0144220112429
406,0.0397622616356
407,0.0517124711318
408,0.0286176855162
409,0.032298071074
410,0.0502352996488
411,0.0607855240152
412,0.0663695250148
413,0.0556961741751
414,0.0474334706284
415,0.0436918971082
416,0.0541087705268
417,0.0594777417647
418,0.0620563102869
419,0.063274482898
420,0.0634162030763
421,0.171841785838
422,1.33711839309
423,1.0000001e-05
424,1.0000001e-05
425,1.0000001e-05
426,1.0000001e-05
427,1.0000001e-05
428,1.0000001e-05
429,1.0000001e-05
430,1.0000001e-05
431,1.0000001e-05
432,1.0000001e-05
433,1.0000001e-05
434,1.0000001e-05
435,1.0000001e-05
436,1.0000001e-05
437,1.0000001e-05
438,1.0000001e-05
439,1.0000001e-05
440,1.0000001e-05
441,1.0000001e-05
442,1.0000001e-05
443,1.0000001e-05
444,1.0000001e-05
445,1.0000001e-05
446,1.0000001e-05
447,1.0000001e-05
448,1.0000001e-05
449,1.0000001e-05
450,1.0000001e-05
451,1.0000001e-05
452,1.0000001e-05
453,1.0000001e-05
454,1.0000001e-05
455,1.0000001e-05
456,1.0000001e-05
457,1.0000001e-05
458,1.0000001e-05
459,1.0000001e-05
460,1.0000001e-05
461,1.0000001e-05
462,1.0000001e-05
463,1.0000001e-05
464,1.0000001e-05
465,1.0000001e-05
466,1.0000001e-05
467,1.0000001e-05
468,1.0000001e-05
469,1.0000001e-05
470,1.0000001e-05
471,1.0000001e-05
472,1.0000001e-05
473,0.00465685379731
474,1.0000001e-05
475,1.0000001e-05
476,1.0000001e-05
477,1.0000001e-05
478,1.0000001e-05
479,1.0000001e-05
480,1.0000001e-05
481,1.0000001e-05
482,1.0000001e-05
483,1.0000001e-05
484,1.0000001e-05
485,1.0000001e-05
486,1.0000001e-05
487,1.0000001e-05
488,1.0000001e-05
489,1.0000001e-05
490,1.0000001e-05
491,0.00321044024791
492,0.00441902212024
493,0.00464086713064
494,0.0046568377973
495,0.00713619053891
496,0.0132910190278
497,0.00340120848374
498,0.00661250970302
499,1.0000001e-05
500,1.0000001e-05
501,1.0000001e-05
502,1.0000001e-05
503,1.0000001e-05
504,1.0000001e-05
505,1.0000001e-05
506,1.0000001e-05
507,1.0000001e-05
508,1.0000001e-05
509,1.0000001e-05
510,1.0000001e-05
511,1.0000001e-05
512,1.0000001e-05
513,1.0000001e-05
514,1.0000001e-05
515,1.0000001e-05
516,1.0000001e-05
517,1.0000001e-05
518,1.0000001e-05
519,1.0000001e-05
520,1.0000001e-05
521,1.0000001e-05
522,1.0000001e-05
523,1.0000001e-05
524,1.0000001e-05
525,1.0000001e-05
526,1.0000001e-05
527,1.0000001e-05
528,1.0000001e-05
529,1.0000001e-05
530,1.0000001e-05
531,1.0000001e-05
532,1.0000001e-05
533,1.0000001e-05
534,1.0000001e-05
535,1.0000001e-05
536,1.0000001e-05
537,1.0000001e-05
538,1.0000001e-05
539,1.0000001e-05
540,1.0000001e-05
541,1.0000001e-05
542,1.0000001e-05
543,1.0000001e-05
544,1.0000001e-05
545,1.0000001e-05
546,1.0000001e-05
547,1.0000001e-05
548,1.0000001e-05
549,1.0000001e-05
550,1.0000001e-05
551,1.0000001e-05
552,1.0000001e-05
553,1.0000001e-05
554,1.0000001e-05
555,1.0000001e-05
556,1.0000001e-05
557,1.0000001e-05
558,1.0000001e-05
559,1.0000001e-05
560,1.0000001e-05
561,1.0000001e-05
562,1.0000001e-05
563,1.0000001e-05
564,1.0000001e-05
565,1.0000001e-05
566,1.0000001e-05
567,1.0000001e-05
568,1.0000001e-05
569,1.0000001e-05
570,1.0000001e-05
571,1.0000001e-05
572,1.0000001e-05
573,1.0000001e-05
574,1.0000001e-05
575,1.0000001e-05
576,1.0000001e-05
577,1.0000001e-05
578,1.0000001e-05
579,1.0000001e-05
580,1.0000001e-05
581,1.0000001e-05
582,1.0000001e-05
583,1.0000001e-05
584,1.0000001e-05
585,1.0000001e-05
586,1.0000001e-05
587,1.0000001e-05
588,1.0000001e-05
589,1.0000001e-05
590,1.0000001e-05
591,1.0000001e-05
592,1.0000001e-05
593,1.0000001e-05
594,1.0000001e-05
595,1.0000001e-05
596,1.0000001e-05
597,1.0000001e-05
598,0.00663909853048
599,0.010931294262
600,0.013304882347
601,0.0142490536687
602,0.0148231843816
603,0.0151095092749
604,0.0150842853479
605,0.0156217602929
606,0.0179288415393
607,0.021464404022
608,0.0231648694531
609,0.0192813576564
610,0.0100541131976
611,0.00649867574219
612,0.00465686979737
613,0.00465685379736
614,0.00465685379736
615,0.00465685379736
616,0.00465685379736
617,0.00465685379736
618,0.00465685379736
619,0.00465685379736
620,0.00465685379736
621,0.00465685379736
622,0.00465685379736
623,0.00465685379736
624,0.0289086441387
625,0.0469669469787
626,0.0600030037883
627,0.0665046163835
628,0.055957915208
629,0.0300215993373
630,0.0187474950729
631,0.0438817562211
632,0.0419065563528
633,0.024992079407
634,0.0194613976614
635,0.0143215750348
636,0.0232405200797
637,0.0203007466141
638,0.0301360338897
639,0.0193174153886
640,0.00897421884711
641,0.00829771827414
642,0.00716484078699
643,0.00519093610826
644,0.264247977597
645,1.16573096375
646,0.203333945458
647,0.0339854669498
648,0.0201881711458
649,1.0000001e-05
650,1.0000001e-05
651,1.0000001e-05
652,1.0000001e-05
653,1.0000001e-05
654,1.0000001e-05
655,1.0000001e-05
656,1.0000001e-05
657,1.0000001e-05
658,1.0000001e-05
659,1.0000001e-05
660,1.0000001e-05
661,1.0000001e-05
662,1.0000001e-05
663,1.0000001e-05
664,1.0000001e-05
665,1.0000001e-05
666,1.0000001e-05
667,1.0000001e-05
668,1.0000001e-05
669,1.0000001e-05
670,1.0000001e-05
671,1.0000001e-05
672,1.0000001e-05
673,1.0000001e-05
674,1.0000001e-05
675,1.0000001e-05
676,1.0000001e-05
677,1.0000001e-05
678,1.0000001e-05
679,1.0000001e-05
680,1.0000001e-05
681,1.0000001e-05
682,1.0000001e-05
683,1.0000001e-05
684,1.0000001e-05
685,1.0000001e-05
686,1.0000001e-05
687,1.0000001e-05
688,1.0000001e-05
689,1.0000001e-05
690,1.0000001e-05
691,1.0000001e-05
692,1.0000001e-05
693,1.0000001e-05
694,0.00321044024791
695,0.00441902212024
696,0.00638390461923
697,0.00795165859911
698,0.00487912317425
699,1.0000001e-05
700,1.0000001e-05
701,1.0000001e-05
702,1.0000001e-05
703,1.0000001e-05
704,1.0000001e-05
705,1.0000001e-05
706,1.0000001e-05
707,1.0000001e-05
708,1.0000001e-05
709,0.00321044024791
710,0.00441902212024
711,0.00464086713064
712,0.0046568377973
713,0.00465685379731
714,0.00588556287881
715,0.00688224546253
716,0.00720425202577
717,0.00725510210719
718,0.00852087824571
719,0.0208654412526
720,0.00322577032272
721,0.00652733343619
722,0.00511604623531
723,0.00467284046399
724,0.00465686979733
725,0.00465685379731
726,0.00465685379731
727,0.00465685379731
728,0.0072583198621
729,1.0000001e-05
730,1.0000001e-05
731,1.0000001e-05
732,1.0000001e-05
733,1.0000001e-05
734,1.0000001e-05
735,1.0000001e-05
736,1.0000001e-05
737,1.0000001e-05
738,1.0000001e-05
739,1.0000001e-05
740,1.0000001e-05
741,1.0000001e-05
742,1.0000001e-05
743,1.0000001e-05
744,1.0000001e-05
745,1.0000001e-05
746,1.0000001e-05
747,1.0000001e-05
748,1.0000001e-05
749,1.0000001e-05
750,1.0000001e-05
751,1.0000001e-05
752,1.0000001e-05
753,1.0000001e-05
754,1.0000001e-05
755,1.0000001e-05
756,1.0000001e-05
757,1.0000001e-05
758,1.0000001e-05
759,1.0000001e-05
760,1.0000001e-05
761,1.0000001e-05
762,1.0000001e-05
763,1.0000001e-05
764,1.0000001e-05
765,1.0000001e-05
766,1.0000001e-05
767,1.0000001e-05
768,1.0000001e-05
769,1.0000001e-05
770,1.0000001e-05
771,1.0000001e-05
772,1.0000001e-05
773,1.0000001e-05
774,1.0000001e-05
775,1.0000001e-05
776,1.0000001e-05
777,1.0000001e-05
778,1.0000001e-05
779,1.0000001e-05
780,1.0000001e-05
781,1.0000001e-05
782,1.0000001e-05
783,1.0000001e-05
784,1.0000001e-05
785,1.0000001e-05
786,1.0000001e-05
787,1.0000001e-05
788,1.0000001e-05
789,1.0000001e-05
790,1.0000001e-05
791,1.0000001e-05
792,1.0000001e-05
793,1.0000001e-05
794,1.0000001e-05
795,1.0000001e-05
796,1.0000001e-05
797,1.0000001e-05
798,1.0000001e-05
799,1.0000001e-05
800,1.0000001e-05
801,1.0000001e-05
802,1.0000001e-05
803,1.0000001e-05
804,1.0000001e-05
805,1.0000001e-05
806,1.0000001e-05
807,1.0000001e-05
808,1.0000001e-05
809,1.0000001e-05
810,1.0000001e-05
811,1.0000001e-05
812,1.0000001e-05
813,1.0000001e-05
814,1.0000001e-05
815,1.0000001e-05
816,1.0000001e-05
817,1.0000001e-05
818,1.0000001e-05
819,0.006622770046
820,0.00512788163848
821,0.00344774485062
822,0.00322581919351
823,0.00320984852671
824,0.00320983252674
825,0.00320983252674
826,0.00320983252674
827,0.00320983252674
828,0.00445612893476
829,0.00589867034547
830,0.00742069806148
831,0.00742087483652
832,0.00924181708186
833,0.00850436551493
834,0.00746194053549
835,0.00725953493594
836,0.00725832116483
837,0.00725831928067
838,0.00725831928067
839,0.00725831928067
840,0.00725831928067
841,0.00725831928067
842,0.00725831928067
843,0.00725831928067
844,0.0203593571701
845,0.0313241162003
846,0.0376370850462
847,0.0311160303205
848,0.0231916697746
849,0.0199345305721
850,0.0146747665212
851,0.0107823601077
852,0.0112444166453
853,0.0139775088843
854,0.0110260871296
855,0.00718543236003
856,0.00864633171025
857,0.00868780669855
858,0.008936001285
859,0.0147808001854
860,0.0145837391718
861,0.00632917497208
862,0.00433224384618
863,0.00276591020256
864,0.00418594594401
865,0.00458108510233
866,0.00467533474357
867,1.29616143029
868,1.21606720166
869,0.0124019682399
870,0.0152007615948
871,0.020780696767
872,0.0312758142001
873,0.0187740729178
874,1.0000001e-05
875,1.0000001e-05
876,1.0000001e-05
877,1.0000001e-05
878,1.0000001e-05
879,1.0000001e-05
880,1.0000001e-05
881,1.0000001e-05
882,1.0000001e-05
883,1.0000001e-05
884,1.0000001e-05
885,1.0000001e-05
886,1.0000001e-05
887,1.0000001e-05
888,1.0000001e-05
889,1.0000001e-05
890,1.0000001e-05
891,1.0000001e-05
892,1.0000001e-05
893,1.0000001e-05
894,1.0000001e-05
895,1.0000001e-05
896,1.0000001e-05
897,1.0000001e-05
898,1.0000001e-05
899,1.0000001e-05
900,1.0000001e-05
901,1.0000001e-05
902,1.0000001e-05
903,1.0000001e-05
904,1.0000001e-05
905,1.0000001e-05
906,1.0000001e-05
907,1.0000001e-05
908,1.0000001e-05
909,1.0000001e-05
910,1.0000001e-05
911,1.0000001e-05
912,1.0000001e-05
913,1.0000001e-05
914,1.0000001e-05
915,1.0000001e-05
916,0.00321044024791
917,0.00562760399077
918,0.00676155411807
919,0.0123415385588
920,0.0208853304514
921,0.0399910879047
922,0.00911991227432
923,0.00838117190049
924,1.0000001e-05
925,1.0000001e-05
926,1.0000001e-05
927,1.0000001e-05
928,1.0000001e-05
929,0.00321044024791
930,0.00441902212024
931,0.00464086713064
932,0.00587220769181
933,0.00688160215583
934,0.00720425138575
935,0.00725510210719
936,0.00725831544074
937,0.00783966690744
938,0.00859306003015
939,0.00903067617503
940,0.00917667228298
941,0.00963713366166
942,0.0148597868917
943,0.0192097671443
944,0.00662637336651
945,0.00344774485053
946,0.00601947399214
947,0.00701753306053
948,0.00723160184067
949,0.00725703202739
950,0.00725831800069
951,0.0146656042917
952,1.0000001e-05
953,1.0000001e-05
954,1.0000001e-05
955,1.0000001e-05
956,1.0000001e-05
957,1.0000001e-05
958,1.0000001e-05
959,1.0000001e-05
960,1.0000001e-05
961,1.0000001e-05
962,1.0000001e-05
963,1.0000001e-05
964,1.0000001e-05
965,1.0000001e-05
966,1.0000001e-05
967,1.0000001e-05
968,1.0000001e-05
969,1.0000001e-05
970,1.0000001e-05
971,1.0000001e-05
972,1.0000001e-05
973,1.0000001e-05
974,1.0000001e-05
975,1.0000001e-05
976,1.0000001e-05
977,1.0000001e-05
978,1.0000001e-05
979,1.0000001e-05
980,1.0000001e-05
981,1.0000001e-05
982,1.0000001e-05
983,1.0000001e-05
984,1.0000001e-05
985,1.0000001e-05
986,1.0000001e-05
987,1.0000001e-05
988,1.0000001e-05
989,1.0000001e-05
990,1.0000001e-05
991,1.0000001e-05
992,1.0000001e-05
993,1.0000001e-05
994,1.0000001e-05
995,1.0000001e-05
996,1.0000001e-05
997,1.0000001e-05
998,1.0000001e-05
999,1.0000001e-05
1000,1.0000001e-05
1001,1.0000001e-05
1002,1.0000001e-05
1003,1.0000001e-05
1004,1.0000001e-05
1005,1.0000001e-05
1006,1.0000001e-05
1007,1.0000001e-05
1008,1.0000001e-05
1009,1.0000001e-05
1010,1.0000001e-05
1011,1.0000001e-05
1012,1.0000001e-05
1013,1.0000001e-05
1014,1.0000001e-05
1015,1.0000001e-05
1016,1.0000001e-05
1017,1.0000001e-05
1018,1.0000001e-05
1019,1.0000001e-05
1020,1.0000001e-05
1021,1.0000001e-05
1022,1.0000001e-05
1023,1.0000001e-05
1024,1.0000001e-05
1025,1.0000001e-05
1026,1.0000001e-05
1027,1.0000001e-05
1028,1.0000001e-05
1029,1.0000001e-05
1030,1.0000001e-05
1031,1.0000001e-05
1032,1.0000001e-05
1033,1.0000001e-05
1034,1.0000001e-05
1035,1.0000001e-05
1036,1.0000001e-05
1037,1.0000001e-05
1038,1.0000001e-05
1039,1.0000001e-05
1040,1.0000001e-05
1041,0.00461910189608
1042,0.00342570409481
1043,0.00611200594731
1044,0.00653023835421
1045,0.00651836606554
1046,0.00649121450817
1047,0.00648850847292
1048,0.00648850513301
1049,0.00648850513301
1050,0.00648850513301
1051,0.00504114985847
1052,0.00344765038855
1053,0.00567536269729
1054,0.00485020043988
1055,0.00487035739254
1056,0.00769714760047
1057,0.00881352007302
1058,0.00911358962023
1059,0.0144896785629
1060,0.0110383958299
1061,0.00972812899483
1062,0.00932378821615
1063,0.0213038693196
1064,0.0537928669697
1065,0.0716721134832
1066,0.0799123459662
1067,0.0643138939094
1068,0.0555364836194
1069,0.0499328436309
1070,0.0262018802272
1071,0.0177020026425
1072,0.00787418368555
1073,0.00567485359714
1074,0.00320986452672
1075,0.00445612893476
1076,0.00589867248865
1077,0.0075293400008
1078,0.0128272127826
1079,0.00880018686041
1080,0.00670059850468
1081,0.00710810651609
1082,0.008382097856
1083,0.0238258389903
1084,0.0358404617853
1085,0.00814481181105
1086,0.0270783623025
1087,0.00565772192046
1088,0.00729867864078
1089,0.646692976759
1090,1.36115224504
1091,0.288994280575
1092,0.0102890767509
1093,0.0106816810278
1094,0.0117614697836
1095,0.0143824749167
1096,0.0200727752898
1097,0.0318634312396
1098,0.0252609620185
1099,0.0197829792142
1100,0.0141806242269
1101,0.00712362877756
1102,1.0000001e-05
1103,1.0000001e-05
1104,1.0000001e-05
1105,1.0000001e-05
1106,1.0000001e-05
1107,1.0000001e-05
1108,1.0000001e-05
1109,1.0000001e-05
1110,1.0000001e-05
1111,1.0000001e-05
1112,1.0000001e-05
1113,1.0000001e-05
1114,1.0000001e-05
1115,1.0000001e-05
1116,1.0000001e-05
1117,1.0000001e-05
1118,1.0000001e-05
1119,1.0000001e-05
1120,1.0000001e-05
1121,1.0000001e-05
1122,1.0000001e-05
1123,1.0000001e-05
1124,1.0000001e-05
1125,1.0000001e-05
1126,1.0000001e-05
1127,1.0000001e-05
1128,0.00321044024791
1129,0.00441902212024
1130,0.00464086713064
1131,0.0046568377973
1132,0.00694379372888
1133,0.0112355837625
1134,0.0135252183844
1135,0.0140766886215
1136,0.0120648234232
1137,0.00653385281475
1138,0.00744345802504
1139,0.01426615626
1140,0.0216387277082
1141,0.019718286663
1142,0.0104486642064
1143,0.00408255370272
1144,0.00322589303529
1145,0.00589520988438
1146,0.00795879737882
1147,0.00537548410485
1148,0.00467287246401
1149,0.00465686979733
1150,0.00861265896172
1151,0.00276446666674
1152,0.00712153763632
1153,0.00727016083816
1154,0.00728480285357
1155,0.00779920362886
1156,0.00859291922754
1157,0.00903106206035
1158,0.00917675266367
1159,0.00920537150125
1160,0.00945926207216
1161,0.00975112370672
1162,0.00989711994428
1163,0.00993537874149
1164,0.0100470176827
1165,0.0121254110105
1166,0.0153432824711
1167,0.00998127059113
1168,0.00739734945166
1169,0.0078576707617
1170,0.00867307599349
1171,0.00907572573999
1172,0.00918798576597
1173,0.00920678193209
1174,0.0211050331896
1175,1.0000001e-05
1176,1.0000001e-05
1177,1.0000001e-05
1178,1.0000001e-05
1179,1.0000001e-05
1180,1.0000001e-05
1181,1.0000001e-05
1182,1.0000001e-05
1183,1.0000001e-05
1184,1.0000001e-05
1185,1.0000001e-05
1186,1.0000001e-05
1187,1.0000001e-05
1188,1.0000001e-05
1189,1.0000001e-05
1190,1.0000001e-05
1191,1.0000001e-05
1192,1.0000001e-05
1193,1.0000001e-05
1194,1.0000001e-05
1195,1.0000001e-05
1196,1.0000001e-05
1197,1.0000001e-05
1198,1.0000001e-05
1199,1.0000001e-05
1200,1.0000001e-05
1201,1.0000001e-05
1202,1.0000001e-05
1203,1.0000001e-05
1204,1.0000001e-05
1205,1.0000001e-05
1206,1.0000001e-05
1207,1.0000001e-05
1208,1.0000001e-05
1209,1.0000001e-05
1210,1.0000001e-05
1211,1.0000001e-05
1212,1.0000001e-05
1213,1.0000001e-05
1214,1.0000001e-05
1215,1.0000001e-05
1216,1.0000001e-05
1217,1.0000001e-05
1218,1.0000001e-05
1219,1.0000001e-05
1220,1.0000001e-05
1221,1.0000001e-05
1222,1.0000001e-05
1223,1.0000001e-05
1224,1.0000001e-05
1225,1.0000001e-05
1226,1.0000001e-05
1227,1.0000001e-05
1228,1.0000001e-05
1229,1.0000001e-05
1230,1.0000001e-05
1231,1.0000001e-05
1232,1.0000001e-05
1233,1.0000001e-05
1234,1.0000001e-05
1235,1.0000001e-05
1236,1.0000001e-05
1237,1.0000001e-05
1238,1.0000001e-05
1239,1.0000001e-05
1240,1.0000001e-05
1241,1.0000001e-05
1242,1.0000001e-05
1243,1.0000001e-05
1244,1.0000001e-05
1245,1.0000001e-05
1246,1.0000001e-05
1247,1.0000001e-05
1248,1.0000001e-05
1249,1.0000001e-05
1250,1.0000001e-05
1251,1.0000001e-05
1252,1.0000001e-05
1253,1.0000001e-05
1254,1.0000001e-05
1255,1.0000001e-05
1256,1.0000001e-05
1257,1.0000001e-05
1258,1.0000001e-05
1259,1.0000001e-05
1260,1.0000001e-05
1261,1.0000001e-05
1262,1.0000001e-05
1263,0.00598497851044
1264,0.00504872942815
1265,0.00611208565593
1266,0.00755489169215
1267,0.00828070975124
1268,0.00858209777423
1269,0.0085638470898
1270,0.00854748632244
1271,0.00854652447295
1272,0.00854644125127
1273,0.00854313782181
1274,0.00796221060202
1275,0.00678412229355
1276,0.00365365119357
